"Plot Title: 21152007"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 21152007, SEN S/N: 21152007, LBL: u22_2)","Coupler Detached (LGR S/N: 21152007)","Coupler Attached (LGR S/N: 21152007)","Host Connected (LGR S/N: 21152007)","Stopped (LGR S/N: 21152007)","End Of File (LGR S/N: 21152007)"
1,10/13/25 09:00:00 AM,26.598,Logged,,,,
2,10/13/25 09:30:00 AM,26.426,,,,,
3,10/13/25 10:00:00 AM,26.671,,,,,
4,10/13/25 10:30:00 AM,33.053,,,,,
5,10/13/25 11:00:00 AM,28.593,,,,,
6,10/13/25 11:30:00 AM,28.593,,,,,
7,10/13/25 12:00:00 PM,28.493,,,,,
8,10/13/25 12:30:00 PM,28.518,,,,,
9,10/13/25 01:00:00 PM,28.543,,,,,
10,10/13/25 01:30:00 PM,28.419,,,,,
11,10/13/25 02:00:00 PM,28.444,,,,,
12,10/13/25 02:30:00 PM,28.444,,,,,
13,10/13/25 03:00:00 PM,28.444,,,,,
14,10/13/25 03:30:00 PM,28.444,,,,,
15,10/13/25 04:00:00 PM,28.419,,,,,
16,10/13/25 04:30:00 PM,28.394,,,,,
17,10/13/25 05:00:00 PM,28.369,,,,,
18,10/13/25 05:30:00 PM,28.369,,,,,
19,10/13/25 06:00:00 PM,28.320,,,,,
20,10/13/25 06:30:00 PM,28.320,,,,,
21,10/13/25 07:00:00 PM,28.320,,,,,
22,10/13/25 07:30:00 PM,28.270,,,,,
23,10/13/25 08:00:00 PM,28.295,,,,,
24,10/13/25 08:30:00 PM,28.345,,,,,
25,10/13/25 09:00:00 PM,28.295,,,,,
26,10/13/25 09:30:00 PM,28.221,,,,,
27,10/13/25 10:00:00 PM,28.122,,,,,
28,10/13/25 10:30:00 PM,28.048,,,,,
29,10/13/25 11:00:00 PM,28.023,,,,,
30,10/13/25 11:30:00 PM,27.974,,,,,
31,10/14/25 12:00:00 AM,27.949,,,,,
32,10/14/25 12:30:00 AM,27.949,,,,,
33,10/14/25 01:00:00 AM,27.949,,,,,
34,10/14/25 01:30:00 AM,27.924,,,,,
35,10/14/25 02:00:00 AM,27.899,,,,,
36,10/14/25 02:30:00 AM,27.875,,,,,
37,10/14/25 03:00:00 AM,27.850,,,,,
38,10/14/25 03:30:00 AM,27.825,,,,,
39,10/14/25 04:00:00 AM,27.776,,,,,
40,10/14/25 04:30:00 AM,27.751,,,,,
41,10/14/25 05:00:00 AM,27.702,,,,,
42,10/14/25 05:30:00 AM,27.653,,,,,
43,10/14/25 06:00:00 AM,27.628,,,,,
44,10/14/25 06:30:00 AM,27.653,,,,,
45,10/14/25 07:00:00 AM,27.677,,,,,
46,10/14/25 07:30:00 AM,27.579,,,,,
47,10/14/25 08:00:00 AM,27.604,,,,,
48,10/14/25 08:30:00 AM,27.579,,,,,
49,10/14/25 09:00:00 AM,27.604,,,,,
50,10/14/25 09:30:00 AM,27.628,,,,,
51,10/14/25 10:00:00 AM,27.727,,,,,
52,10/14/25 10:30:00 AM,27.825,,,,,
53,10/14/25 11:00:00 AM,27.949,,,,,
54,10/14/25 11:30:00 AM,28.048,,,,,
55,10/14/25 12:00:00 PM,28.147,,,,,
56,10/14/25 12:30:00 PM,28.147,,,,,
57,10/14/25 01:00:00 PM,28.171,,,,,
58,10/14/25 01:30:00 PM,28.122,,,,,
59,10/14/25 02:00:00 PM,28.196,,,,,
60,10/14/25 02:30:00 PM,28.171,,,,,
