"","Colony_ID","Run.x","Interval","Temperature","N_points","O2_start","O2_end","DeltaT_min","DeltaT_max","O2_min","O2_max","Slope","Avg_Blank_Slope","Blank_Corrected_Slope","Date","Project","Species","Phenotype","Run.y","Chamber","Measured_Temperature","Chamber_Volume_mL","Surface_Area_cm2","Notes","Chamber_Volume_L","Slope_norm"
"11","201",1,4,28,107,140.835,164.321,Inf,-Inf,140.731,164.321,0.4518338326635,-0.0890318152316722,0.540865647895172,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,3,29.4,378.8197985,23.38080728,NA,0.3788197985,0.52579180854842
"12","201",1,5,31,114,135.76,159.174,Inf,-Inf,135.479,159.174,0.4102064172687,-0.132287764443046,0.542494181711746,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,3,32.5,361.1187985,23.38080728,NA,0.3611187985,0.502732462776588
"13","201",1,6,34,108,125.695,132.629,Inf,-Inf,124.151,132.752,0.185113896759966,-0.136575681995632,0.321689578755598,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,3,35.5,371.2247985,23.38080728,NA,0.3712247985,0.306454300631223
"14","201",1,7,38,109,102.831,86.049,Inf,-Inf,86.049,102.831,-0.305219862490446,-0.134444378129151,-0.170775484361295,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,3,39.4,377.5217985,23.38080728,NA,0.3775217985,-0.165447156439976
"15","203",1,1,18,102,268.986,294.129,Inf,-Inf,268.918,294.129,0.569472556856265,-0.052976276224463,0.622448833080728,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,1,19.5,358.8422838,25.43936205,NA,0.3588422838,0.526807929473216
"16","203",1,2,22,102,252.8,281.093,Inf,-Inf,252.713,281.093,0.654601228211824,-0.0749550795075065,0.72955630771933,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,1,23.2,369.1082838,25.43936205,NA,0.3691082838,0.635122711367866
"17","203",1,3,25,106,238.873,276.104,Inf,-Inf,237.643,276.104,0.843720716020409,-0.0802697818267523,0.923990497847161,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,1,26.4,369.4812838,25.43936205,NA,0.3694812838,0.805202256312643
"18","203",1,4,28,107,210.737,255.91,Inf,-Inf,210.65,255.91,0.902141238053874,-0.0890318152316722,0.991173053285546,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,1,29.4,369.7832838,25.43936205,NA,0.3697832838,0.864453815479233
"19","203",1,5,31,114,206.322,252.727,Inf,-Inf,205.933,252.727,0.752452413250698,-0.132287764443046,0.884740177693744,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,1,32.5,373.2332838,25.43936205,NA,0.3732332838,0.778827270545721
"20","203",1,6,34,108,195.394,213.296,Inf,-Inf,192.693,213.296,0.430094371482173,-0.136575681995632,0.566670053477805,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,1,35.5,373.6552838,25.43936205,NA,0.3736552838,0.499397569570446
"21","203",1,7,38,109,173.231,145.662,Inf,-Inf,145.662,173.231,-0.456966734129248,-0.134444378129151,-0.322522356000097,2023-09-22,"CAREER","Montipora capitata","Susceptible",1,1,39.4,377.6002838,25.43936205,NA,0.3776002838,-0.28723487542994
"22","212",1,1,18,102,229.887,257.137,Inf,-Inf,229.645,257.137,0.639049202300549,-0.052976276224463,0.692025478525012,2023-09-22,"CAREER","Montipora capitata","Resistant",1,5,19.5,364.6015373,37.65256827,NA,0.3646015373,0.402065885405252
"23","212",1,2,22,102,214.035,251.548,Inf,-Inf,213.551,251.548,0.831682396948982,-0.0749550795075065,0.906637476456489,2023-09-22,"CAREER","Montipora capitata","Resistant",1,5,23.2,366.8935373,37.65256827,NA,0.3668935373,0.530066520403975
"24","212",1,3,25,107,208.24,248.71,Inf,-Inf,200.815,364.456,0.989249798561659,-0.0802697818267523,1.06951958038841,2023-09-22,"CAREER","Montipora capitata","Resistant",1,5,26.4,362.7255373,37.65256827,NA,0.3627255373,0.618192196081912
"25","212",1,4,28,107,184.461,243.548,Inf,-Inf,184.043,243.548,1.34607524699122,-0.0890318152316722,1.43510706222289,2023-09-22,"CAREER","Montipora capitata","Resistant",1,5,29.4,364.5265373,37.65256827,NA,0.3645265373,0.833623785175416
"26","212",1,5,31,114,179.551,240.921,Inf,-Inf,178.594,240.921,1.34583781320069,-0.132287764443046,1.47812557764373,2023-09-22,"CAREER","Montipora capitata","Resistant",1,5,32.5,391.9245373,37.65256827,NA,0.3919245373,0.923146084912706
"27","212",1,6,34,108,171.448,195.439,Inf,-Inf,168.104,195.439,0.649322657855028,-0.136575681995632,0.78589833985066,2023-09-22,"CAREER","Montipora capitata","Resistant",1,5,35.5,390.1975373,37.65256827,NA,0.3901975373,0.488660844453816
"28","212",1,7,38,109,153.199,103.909,Inf,-Inf,103.909,153.199,-0.83299034677769,-0.134444378129151,-0.698545968648538,2023-09-22,"CAREER","Montipora capitata","Resistant",1,5,39.4,382.9405373,37.65256827,NA,0.3829405373,-0.426268242811188
"29","233",1,1,18,102,234.326,264.895,Inf,-Inf,233.993,264.895,0.703356781756837,-0.052976276224463,0.7563330579813,2023-09-22,"CAREER","Porites compressa","Susceptible",1,6,19.5,363.9429982,22.76873097,NA,0.3639429982,0.725368808096086
"30","233",1,2,22,102,218.883,269.639,Inf,-Inf,218.883,269.639,1.05499673319147,-0.0749550795075065,1.12995181269898,2023-09-22,"CAREER","Porites compressa","Susceptible",1,6,23.2,372.4639982,22.76873097,NA,0.3724639982,1.10906410327145
"31","233",1,3,25,107,207.138,256.702,Inf,-Inf,206.168,256.702,1.02172846573168,-0.0802697818267523,1.10199824755843,2023-09-22,"CAREER","Porites compressa","Susceptible",1,6,26.4,370.0339982,22.76873097,NA,0.3700339982,1.07457060674323
"32","233",1,4,28,107,185.123,234.354,Inf,-Inf,184.776,234.354,1.00813259177465,-0.0890318152316722,1.09716440700632,2023-09-22,"CAREER","Porites compressa","Susceptible",1,6,29.4,371.4759982,22.76873097,NA,0.3714759982,1.07402624367392
"33","233",1,5,31,114,180.601,221.224,Inf,-Inf,179.848,221.224,0.858900900942934,-0.132287764443046,0.99118866538598,2023-09-22,"CAREER","Porites compressa","Susceptible",1,6,32.5,198.5309982,22.76873097,NA,0.1985309982,0.518557688795787
"34","233",1,6,34,108,170.503,202.829,Inf,-Inf,167.725,202.829,0.790085001155769,-0.136575681995632,0.926660683151401,2023-09-22,"CAREER","Porites compressa","Susceptible",1,6,35.5,367.5999982,22.76873097,NA,0.3675999982,0.897653363045905
"35","233",1,7,38,109,153.388,141.678,Inf,-Inf,141.678,153.388,-0.241877000338566,-0.134444378129151,-0.107432622209415,2023-09-22,"CAREER","Porites compressa","Susceptible",1,6,39.4,358.9659982,22.76873097,NA,0.3589659982,-0.101625317251432
"36","240",1,1,18,102,235.179,295.337,Inf,-Inf,235.179,295.337,1.25783934170443,-0.052976276224463,1.31081561792889,2023-09-22,"CAREER","Porites compressa","Resistant",1,4,19.5,356.5684014,29.29768844,NA,0.3565684014,0.957199262403768
"37","240",1,2,22,102,224.151,297.081,Inf,-Inf,224.151,297.081,1.46595119385753,-0.0749550795075065,1.54090627336504,2023-09-22,"CAREER","Porites compressa","Resistant",1,4,23.2,377.4634014,29.29768844,NA,0.3774634014,1.19115688810902
"38","240",1,3,25,107,208.944,292.983,Inf,-Inf,208.562,292.983,1.66446750126394,-0.0802697818267523,1.74473728309069,2023-09-22,"CAREER","Porites compressa","Resistant",1,4,26.4,373.9954014,29.29768844,NA,0.3739954014,1.33633147583649
"39","240",1,4,28,107,188.066,289.547,Inf,-Inf,188.066,289.547,2.00259770061136,-0.0890318152316722,2.09162951584303,2023-09-22,"CAREER","Porites compressa","Resistant",1,4,29.4,374.9534014,29.29768844,NA,0.3749534014,1.60612726094096
"40","240",1,5,31,114,182.349,286.746,Inf,-Inf,182.349,286.746,2.24136074363346,-0.132287764443046,2.3736485080765,2023-09-22,"CAREER","Porites compressa","Resistant",1,4,32.5,377.4974014,29.29768844,NA,0.3774974014,1.83505155119166
"41","240",1,6,34,108,170.509,242.52,Inf,-Inf,170.258,242.52,1.52397751518522,-0.136575681995632,1.66055319718085,2023-09-22,"CAREER","Porites compressa","Resistant",1,4,35.5,364.7174014,29.29768844,NA,0.3647174014,1.24030122349597
"42","240",1,7,38,109,153.41,145.527,Inf,-Inf,145.527,153.41,-0.187975061353564,-0.134444378129151,-0.0535306832244125,2023-09-22,"CAREER","Porites compressa","Resistant",1,4,39.4,361.8024014,29.29768844,NA,0.3618024014,-0.0396635996293812
"43","243",1,1,18,102,231.083,271.059,Inf,-Inf,231.025,271.059,0.867076613609794,-0.052976276224463,0.920052889834257,2023-09-22,"CAREER","Porites compressa","Susceptible",1,2,19.5,365.8583961,25.90313869,NA,0.3658583961,0.779694874733957
"44","243",1,2,22,102,218.532,273.461,Inf,-Inf,218.532,273.461,1.13093202005313,-0.0749550795075065,1.20588709956063,2023-09-22,"CAREER","Porites compressa","Susceptible",1,2,23.2,359.0313961,25.90313869,NA,0.3590313961,1.00285452062543
"45","243",1,3,25,107,208.078,257.22,Inf,-Inf,207.099,257.22,0.941179831932772,-0.0802697818267523,1.02144961375952,2023-09-22,"CAREER","Porites compressa","Susceptible",1,2,26.4,376.3683961,25.90313869,NA,0.3763683961,0.890489814601622
"46","243",1,4,28,107,184.062,242.532,Inf,-Inf,184.062,242.532,1.11981922043011,-0.0890318152316722,1.20885103566178,2023-09-22,"CAREER","Porites compressa","Susceptible",1,2,29.4,367.3003961,25.90313869,NA,0.3673003961,1.02847335113689
"47","243",1,5,31,114,181.133,235.042,Inf,-Inf,181.133,235.042,0.980554598138161,-0.132287764443046,1.11284236258121,2023-09-22,"CAREER","Porites compressa","Susceptible",1,2,32.5,347.9803961,25.90313869,NA,0.3479803961,0.896989351203296
"48","243",1,6,34,108,170.393,210.421,Inf,-Inf,169.914,210.421,0.822669235744043,-0.136575681995632,0.959244917739676,2023-09-22,"CAREER","Porites compressa","Susceptible",1,2,35.5,361.2183961,25.90313869,NA,0.3612183961,0.802598283087837
"49","243",1,7,38,109,154.27,135.704,Inf,-Inf,135.704,154.27,-0.267201214574896,-0.134444378129151,-0.132756836445745,2023-09-22,"CAREER","Porites compressa","Susceptible",1,2,39.4,360.7263961,25.90313869,NA,0.3607263961,-0.110926082916427
"50","29",1,1,18,102,223.964,262.922,Inf,-Inf,223.964,262.922,0.821346386478544,-0.052976276224463,0.874322662703007,2023-09-22,"CAREER","Porites compressa","Resistant",1,8,19.5,365.514796,24.02604475,NA,0.365514796,0.798078601005019
"51","29",1,2,22,102,212.53,262.203,Inf,-Inf,212.53,262.203,1.01028776159434,-0.0749550795075065,1.08524284110185,2023-09-22,"CAREER","Porites compressa","Resistant",1,8,23.2,365.100796,24.02604475,NA,0.365100796,0.989483777115464
"52","29",1,3,25,107,200.816,259.929,Inf,-Inf,200.248,259.929,1.2498179058536,-0.0802697818267523,1.33008768768035,2023-09-22,"CAREER","Porites compressa","Resistant",1,8,26.4,369.708796,24.02604475,NA,0.369708796,1.22803013821921
"53","29",1,4,28,107,179.058,240.852,Inf,-Inf,179.058,240.852,1.17797861166465,-0.0890318152316722,1.26701042689632,2023-09-22,"CAREER","Porites compressa","Resistant",1,8,29.4,363.477796,24.02604475,NA,0.363477796,1.15007733216836
"54","29",1,5,31,114,175.466,228.712,Inf,-Inf,175.466,228.712,1.15797317173838,-0.132287764443046,1.29026093618143,2023-09-22,"CAREER","Porites compressa","Resistant",1,8,32.5,363.026796,24.02604475,NA,0.363026796,1.16972884685709
"55","29",1,6,34,108,165.633,193.792,Inf,-Inf,165.228,193.792,0.576631953139566,-0.136575681995632,0.713207635135198,2023-09-22,"CAREER","Porites compressa","Resistant",1,8,35.5,366.614796,24.02604475,NA,0.366614796,0.652972574674156
"56","29",1,7,38,109,148.177,124.324,Inf,-Inf,124.324,148.177,-0.470075605419987,-0.134444378129151,-0.335631227290836,2023-09-22,"CAREER","Porites compressa","Resistant",1,8,39.4,362.918796,24.02604475,NA,0.362918796,-0.304187099064799
"57","41",1,1,18,101,227.876,289.602,Inf,-Inf,227.876,289.602,1.33754448253101,-0.052976276224463,1.39052075875547,2023-09-22,"CAREER","Porites compressa","Susceptible",1,9,19.5,356.0992759,41.14552142,NA,0.3560992759,0.722066584494984
"58","41",1,2,22,102,214.647,318.74,Inf,-Inf,214.647,318.74,2.26548705440901,-0.0749550795075065,2.34044213391651,2023-09-22,"CAREER","Porites compressa","Susceptible",1,9,23.2,353.6382759,41.14552142,NA,0.3536382759,1.20694047738518
"59","41",1,3,25,107,199.883,307.774,Inf,-Inf,199.449,307.774,2.23062071678322,-0.0802697818267523,2.31089049860997,2023-09-22,"CAREER","Porites compressa","Susceptible",1,9,26.4,358.0712759,41.14552142,NA,0.3580712759,1.20663947969838
"60","41",1,4,28,107,178.442,305.589,Inf,-Inf,178.442,305.589,2.65750575817282,-0.0890318152316722,2.7465375734045,2023-09-22,"CAREER","Porites compressa","Susceptible",1,9,29.4,344.2592759,41.14552142,NA,0.3442592759,1.3787955582346
"61","41",1,5,31,114,174.065,295.123,Inf,-Inf,174.065,295.123,2.36739622231872,-0.132287764443046,2.49968398676176,2023-09-22,"CAREER","Porites compressa","Susceptible",1,9,32.5,367.6102759,41.14552142,NA,0.3676102759,1.33998961003271
"62","41",1,6,34,108,160.973,230.766,Inf,-Inf,160.973,230.766,1.42683910784362,-0.136575681995632,1.56341478983926,2023-09-22,"CAREER","Porites compressa","Susceptible",1,9,35.5,362.8332759,41.14552142,NA,0.3628332759,0.827199010065996
"63","41",1,7,38,109,145.062,122.743,Inf,-Inf,122.743,145.062,-0.531432633727236,-0.134444378129151,-0.396988255598085,2023-09-22,"CAREER","Porites compressa","Susceptible",1,9,39.4,359.2252759,41.14552142,NA,0.3592252759,-0.20795684787744
"64","12",2,1,18,103,216.158,235.255,Inf,-Inf,216.072,235.255,0.40090643289295,-0.052976276224463,0.453882709117413,2023-09-23,"CAREER","Montipora capitata","Resistant",2,10,19.5,371.8286789,25.92088563,NA,0.3718286789,0.390650097027601
"65","12",2,2,22,106,213.721,237.162,Inf,-Inf,213.514,237.162,0.522946982658874,-0.0749550795075065,0.597902062166381,2023-09-23,"CAREER","Montipora capitata","Resistant",2,10,23.2,377.4556789,25.92088563,NA,0.3774556789,0.522393097239374
"66","12",2,3,25,110,199.076,231.84,Inf,-Inf,198.744,231.84,0.74768071451709,-0.0802697818267523,0.827950496343843,2023-09-23,"CAREER","Montipora capitata","Resistant",2,10,26.4,375.2306789,25.92088563,NA,0.3752306789,0.719124565279042
"67","12",2,4,28,112,191.97,236.473,Inf,-Inf,191.936,236.473,0.95438480573545,-0.0890318152316722,1.04341662096712,2023-09-23,"CAREER","Montipora capitata","Resistant",2,10,29.4,342.7556789,25.92088563,NA,0.3427556789,0.827835076471027
"68","12",2,5,31,114,184.483,223.367,Inf,-Inf,183.21,223.386,0.93910479671823,-0.132287764443046,1.07139256116128,2023-09-23,"CAREER","Montipora capitata","Resistant",2,10,32.5,375.9706789,25.92088563,NA,0.3759706789,0.93240376352422
"69","12",2,6,34,111,165.305,185.145,Inf,-Inf,164.832,185.145,0.462130474176983,-0.136575681995632,0.598706156172615,2023-09-23,"CAREER","Montipora capitata","Resistant",2,10,35.5,379.0256789,25.92088563,NA,0.3790256789,0.525271421379907
"70","12",2,7,38,108,148.134,125.578,Inf,-Inf,125.578,148.134,-0.439423224569385,-0.134444378129151,-0.304978846440234,2023-09-23,"CAREER","Montipora capitata","Resistant",2,10,39.4,373.2706789,25.92088563,NA,0.3732706789,-0.263508730417291
"71","206",2,1,18,103,252.224,330.791,Inf,-Inf,252.224,330.791,1.68799949347514,-0.052976276224463,1.7409757696996,2023-09-23,"CAREER","Montipora capitata","Resistant",2,1,19.5,347.1227818,57.74845187,NA,0.3471227818,0.627894600795491
"72","206",2,2,22,106,244.758,335.191,Inf,-Inf,244.469,335.191,1.78365212521591,-0.0749550795075065,1.85860720472341,2023-09-23,"CAREER","Montipora capitata","Resistant",2,1,23.2,354.3167818,57.74845187,NA,0.3543167818,0.68421130134226
"73","206",2,3,25,110,229.29,359.28,Inf,-Inf,229.264,359.28,2.48767919962096,-0.0802697818267523,2.56794898144771,2023-09-23,"CAREER","Montipora capitata","Resistant",2,1,26.4,350.7787818,57.74845187,NA,0.3507787818,0.935902507791449
"74","206",2,4,28,112,214.254,379.673,Inf,-Inf,213.857,379.673,3.27485859258207,-0.0890318152316722,3.36389040781374,2023-09-23,"CAREER","Montipora capitata","Resistant",2,1,29.4,350.4497818,57.74845187,NA,0.3504497818,1.22483767572289
"75","206",2,5,31,114,204.704,346.517,Inf,-Inf,203.494,346.517,2.99768023157834,-0.132287764443046,3.12996799602139,2023-09-23,"CAREER","Montipora capitata","Resistant",2,1,32.5,340.8887818,57.74845187,NA,0.3408887818,1.10857099300804
"76","206",2,6,34,111,185.149,263.162,Inf,-Inf,185.149,263.162,1.54024574583274,-0.136575681995632,1.67682142782838,2023-09-23,"CAREER","Montipora capitata","Resistant",2,1,35.5,361.3107818,57.74845187,NA,0.3613107818,0.629475223742648
"77","206",2,7,38,108,182.421,118.808,Inf,-Inf,118.808,185.003,-0.808890142393724,-0.134444378129151,-0.674445764264572,2023-09-23,"CAREER","Montipora capitata","Resistant",2,1,39.4,357.1967818,57.74845187,NA,0.3571967818,-0.250302664774047
"78","209",2,1,18,103,168.962,185.123,Inf,-Inf,168.962,185.274,0.363898824117527,-0.052976276224463,0.41687510034199,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,7,19.5,364.2631353,26.63296658,NA,0.3642631353,0.342099849724834
"79","209",2,2,22,106,170.379,188.6,Inf,-Inf,170.379,188.6,0.342182726808712,-0.0749550795075065,0.417137806316218,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,7,23.2,352.8091353,26.63296658,NA,0.3528091353,0.331551564048177
"80","209",2,3,25,110,160.284,186.384,Inf,-Inf,160.284,186.408,0.519055466707035,-0.0802697818267523,0.599325248533787,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,7,26.4,352.4851353,26.63296658,NA,0.3524851353,0.475921239979579
"81","209",2,4,28,112,153.589,180.34,Inf,-Inf,153.589,180.34,0.463645793929436,-0.0890318152316722,0.552677609161108,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,7,29.4,362.3581353,26.63296658,NA,0.3623581353,0.451171432088392
"82","209",2,5,31,114,145.51,170.916,Inf,-Inf,145.254,171.188,0.472144687595273,-0.132287764443046,0.604432452038318,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,7,32.5,351.9231353,26.63296658,NA,0.3519231353,0.479211573279551
"83","209",2,6,34,111,130.025,138.408,Inf,-Inf,129.915,138.553,0.184415737619912,-0.136575681995632,0.320991419615544,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,7,35.5,383.7611353,26.63296658,NA,0.3837611353,0.277514781336582
"84","209",2,7,38,108,110.351,91.026,Inf,-Inf,91.026,110.351,-0.395588275975542,-0.134444378129151,-0.261143897846391,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,7,39.4,371.3211353,26.63296658,NA,0.3713211353,-0.218454632157592
"85","221",2,1,18,103,216.551,241.529,Inf,-Inf,216.513,241.529,0.526524618485115,-0.052976276224463,0.579500894709578,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,5,19.5,365.5359924,26.07098054,NA,0.3655359924,0.48750395326179
"86","221",2,2,22,106,216.083,239.942,Inf,-Inf,216.083,239.942,0.43266739504684,-0.0749550795075065,0.507622474554346,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,5,23.2,373.9909924,26.07098054,NA,0.3739909924,0.436913907549847
"87","221",2,3,25,110,203.137,234.905,Inf,-Inf,203.137,234.905,0.568385576923077,-0.0802697818267523,0.648655358749829,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,5,26.4,356.9489924,26.07098054,NA,0.3569489924,0.532861147355861
"88","221",2,4,28,112,195.202,230.772,Inf,-Inf,194.934,230.772,0.71171104617183,-0.0890318152316722,0.800742861403503,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,5,29.4,366.8709924,26.07098054,NA,0.3668709924,0.676083496981473
"89","221",2,5,31,114,187.055,223.369,Inf,-Inf,187.055,223.369,0.685219203862431,-0.132287764443046,0.817506968305477,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,5,32.5,366.1739924,26.07098054,NA,0.3661739924,0.688926425164453
"90","221",2,6,34,111,172.286,177.853,Inf,-Inf,171.443,177.853,0.160933668339241,-0.136575681995632,0.297509350334874,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,5,35.5,380.1109924,26.07098054,NA,0.3801109924,0.260258506726809
"91","221",2,7,38,108,156.513,132.349,Inf,-Inf,132.349,156.513,-0.420447017597521,-0.134444378129151,-0.28600263946837,2023-09-23,"CAREER","Montipora capitata","Susceptible",2,5,39.4,374.9739924,26.07098054,NA,0.3749739924,-0.24681131895408
"92","225",2,1,18,103,221.307,256.834,Inf,-Inf,221.307,256.834,0.73450644900336,-0.052976276224463,0.787482725227823,2023-09-23,"CAREER","Porites compressa","Susceptible",2,4,19.5,375.4293697,26.5114179,NA,0.3754293697,0.669094676785099
"93","225",2,2,22,106,218.501,268.29,Inf,-Inf,218.501,268.29,0.970714170879874,-0.0749550795075065,1.04566925038738,2023-09-23,"CAREER","Porites compressa","Susceptible",2,4,23.2,377.1923697,26.5114179,NA,0.3771923697,0.892638328052696
"94","225",2,3,25,110,203.486,264.131,Inf,-Inf,203.486,264.131,1.14715598229787,-0.0802697818267523,1.22742576412463,2023-09-23,"CAREER","Porites compressa","Susceptible",2,4,26.4,368.5383697,26.5114179,NA,0.3685383697,1.02375548168233
"95","225",2,4,28,112,195.761,261.761,Inf,-Inf,195.761,261.761,1.17401747985204,-0.0890318152316722,1.26304929508372,2023-09-23,"CAREER","Porites compressa","Susceptible",2,4,29.4,376.4563697,26.5114179,NA,0.3764563697,1.0761015216301
"96","225",2,5,31,114,186.858,249.54,Inf,-Inf,186.858,249.54,1.31147359256761,-0.132287764443046,1.44376135701066,2023-09-23,"CAREER","Porites compressa","Susceptible",2,4,32.5,355.0193697,26.5114179,NA,0.3550193697,1.16002074780724
"97","225",2,6,34,111,172.108,212.87,Inf,-Inf,172.108,212.87,0.783367221575072,-0.136575681995632,0.919942903570705,2023-09-23,"CAREER","Porites compressa","Susceptible",2,4,35.5,391.4743697,26.5114179,NA,0.3914743697,0.81504671615922
"98","225",2,7,38,108,153.549,136.523,Inf,-Inf,136.523,153.549,-0.419938479956721,-0.134444378129151,-0.28549410182757,2023-09-23,"CAREER","Porites compressa","Susceptible",2,4,39.4,383.6943697,26.5114179,NA,0.3836943697,-0.247913890989128
"99","226",2,1,18,103,216.784,252.759,Inf,-Inf,216.784,252.759,0.772549643377501,-0.052976276224463,0.825525919601964,2023-09-23,"CAREER","Porites compressa","Resistant",2,2,19.5,370.7894319,22.05380642,NA,0.3707894319,0.83277130737036
"100","226",2,2,22,106,215.762,277.529,Inf,-Inf,215.762,277.529,1.28362376393734,-0.0749550795075065,1.35857884344485,2023-09-23,"CAREER","Porites compressa","Resistant",2,2,23.2,387.8794319,22.05380642,NA,0.3878794319,1.43367030602624
"101","226",2,3,25,110,202.124,274.932,Inf,-Inf,202.124,274.932,1.41817099176784,-0.0802697818267523,1.49844077359459,2023-09-23,"CAREER","Porites compressa","Resistant",2,2,26.4,373.8014319,22.05380642,NA,0.3738014319,1.52387110720001
"102","226",2,4,28,112,195.965,271.111,Inf,-Inf,195.872,271.111,1.47268181368706,-0.0890318152316722,1.56171362891873,2023-09-23,"CAREER","Porites compressa","Resistant",2,2,29.4,371.0084319,22.05380642,NA,0.3710084319,1.5763508035961
"103","226",2,5,31,114,185.707,250.639,Inf,-Inf,185.58,250.639,1.276023718036,-0.132287764443046,1.40831148247905,2023-09-23,"CAREER","Porites compressa","Resistant",2,2,32.5,366.9324319,22.05380642,NA,0.3669324319,1.40589378712448
"104","226",2,6,34,111,170.921,208.297,Inf,-Inf,170.921,208.297,0.7343800794429,-0.136575681995632,0.870955761438532,2023-09-23,"CAREER","Porites compressa","Resistant",2,2,35.5,381.2434319,22.05380642,NA,0.3812434319,0.903371029563713
"105","226",2,7,38,108,153.37,138.499,Inf,-Inf,138.499,153.581,-0.318719716090524,-0.134444378129151,-0.184275337961373,2023-09-23,"CAREER","Porites compressa","Resistant",2,2,39.4,380.5534319,22.05380642,NA,0.3805534319,-0.190787778599898
"106","237",2,1,18,103,213.04,239.116,Inf,-Inf,213.04,239.174,0.521312941998963,-0.052976276224463,0.574289218223426,2023-09-23,"CAREER","Porites compressa","Susceptible",2,9,19.5,382.8379185,17.89549204,NA,0.3828379185,0.737145494843791
